Step 0
1 16.0 0.11576700210571289 64.0 | 4.0 | 7.25
2 25.0 0.17265987396240234 100.0 | 4.0 | 11.52
3 28.0 0.1994638442993164 112.0 | 4.0 | 13.285714285714286
4 28.0 0.199493408203125 112.0 | 8.0 | 17.142857142857142
5 36.0 0.24841761589050293 144.0 | 4.0 | 17.22222222222222
6 43.0 0.29891395568847656 172.0 | 6.0 | 22.6046511627907
7 56.0 0.37735462188720703 224.0 | 4.0 | 27.071428571428573
8 92.0 0.6121561527252197 368.0 | 4.0 | 45.08695652173913
9 96.0 0.6285605430603027 384.0 | 4.0 | 47.041666666666664
10 96.0 0.632347583770752 384.0 | 4.0 | 47.041666666666664
11 96.0 0.6314008235931396 384.0 | 4.0 | 47.041666666666664
12 96.0 0.6314294338226318 384.0 | 4.0 | 47.041666666666664
13 96.0 0.6367440223693848 384.0 | 4.0 | 47.041666666666664
14 96.0 0.6271421909332275 384.0 | 4.0 | 47.041666666666664
15 96.0 0.6369826793670654 384.0 | 4.0 | 47.041666666666664
16 96.0 0.6334052085876465 384.0 | 4.0 | 47.041666666666664
17 96.0 0.6373124122619629 384.0 | 4.0 | 47.041666666666664
18 96.0 0.633026123046875 384.0 | 4.0 | 47.041666666666664
19 96.0 0.6330423355102539 384.0 | 4.0 | 47.041666666666664
20 96.0 0.6327235698699951 384.0 | 4.0 | 47.041666666666664
21 112.0 0.7469742298126221 448.0 | 8.0 | 55.42857142857143
22 96.0 0.6438932418823242 384.0 | 4.0 | 47.041666666666664
23 96.0 0.6514856815338135 384.0 | 4.0 | 47.041666666666664
24 96.0 0.6430890560150146 384.0 | 4.0 | 47.041666666666664
25 96.0 0.6343963146209717 384.0 | 4.0 | 47.041666666666664
26 96.0 0.6427609920501709 384.0 | 4.0 | 47.041666666666664
27 96.0 0.6427829265594482 384.0 | 4.0 | 47.041666666666664
28 96.0 0.646643877029419 384.0 | 4.0 | 47.041666666666664
29 96.0 0.6479222774505615 384.0 | 4.0 | 47.041666666666664
30 96.0 0.6454594135284424 384.0 | 4.0 | 47.041666666666664
31 104.0 0.6832640171051025 416.0 | 4.0 | 50.73076923076923
32 96.0 0.6574535369873047 384.0 | 4.0 | 47.041666666666664
33 96.0 0.652564287185669 384.0 | 4.0 | 47.041666666666664
34 96.0 0.6525847911834717 384.0 | 4.0 | 47.041666666666664
35 112.0 0.7730650901794434 448.0 | 4.0 | 53.464285714285715
36 96.0 0.6547222137451172 384.0 | 4.0 | 47.041666666666664
37 96.0 0.6497495174407959 384.0 | 4.0 | 47.041666666666664
38 96.0 0.6481823921203613 384.0 | 4.0 | 47.041666666666664
39 96.0 0.6420497894287109 384.0 | 4.0 | 47.041666666666664
40 96.0 0.6460297107696533 384.0 | 4.0 | 47.041666666666664
41 96.0 0.6821367740631104 384.0 | 4.0 | 47.041666666666664
42 96.0 0.6821513175964355 384.0 | 4.0 | 47.041666666666664
43 96.0 0.682213544845581 384.0 | 4.0 | 47.041666666666664
44 96.0 0.6784920692443848 384.0 | 4.0 | 47.041666666666664
45 96.0 0.6813292503356934 384.0 | 4.0 | 47.041666666666664
46 96.0 0.6821856498718262 384.0 | 4.0 | 47.041666666666664
47 96.0 0.6873457431793213 384.0 | 4.0 | 47.041666666666664
48 96.0 0.6959757804870605 384.0 | 4.0 | 47.041666666666664
49 64.0 0.4421825408935547 256.0 | 6.0 | 33.03125
50 96.0 0.6637797355651855 384.0 | 4.0 | 47.041666666666664
51 96.0 0.6638038158416748 384.0 | 4.0 | 47.041666666666664
52 96.0 0.6722860336303711 384.0 | 4.0 | 47.041666666666664
53 96.0 0.6827468872070312 384.0 | 4.0 | 47.041666666666664
54 104.0 0.7399652004241943 416.0 | 4.0 | 51.03846153846154
55 96.0 0.7086906433105469 384.0 | 4.0 | 47.041666666666664
56 96.0 0.6929221153259277 384.0 | 4.0 | 47.041666666666664
57 96.0 0.6847455501556396 384.0 | 4.0 | 47.041666666666664
58 96.0 0.6879928112030029 384.0 | 4.0 | 47.041666666666664
59 96.0 0.6880075931549072 384.0 | 4.0 | 47.041666666666664
60 96.0 0.6809749603271484 384.0 | 4.0 | 47.041666666666664
61 96.0 0.6639301776885986 384.0 | 4.0 | 47.041666666666664
62 96.0 0.6650385856628418 384.0 | 4.0 | 47.041666666666664
63 96.0 0.6544015407562256 384.0 | 4.0 | 47.041666666666664
64 104.0 0.677558422088623 416.0 | 4.0 | 51.03846153846154
65 96.0 0.6475584506988525 384.0 | 4.0 | 47.041666666666664
66 96.0 0.6499285697937012 384.0 | 4.0 | 47.041666666666664
67 96.0 0.6499459743499756 384.0 | 4.0 | 47.041666666666664
68 96.0 0.6419990062713623 384.0 | 4.0 | 47.041666666666664
69 96.0 0.6453640460968018 384.0 | 4.0 | 47.041666666666664
70 96.0 0.6414694786071777 384.0 | 4.0 | 47.041666666666664
71 104.0 0.6920440196990967 416.0 | 4.0 | 50.88461538461539
72 96.0 0.6444222927093506 384.0 | 4.0 | 47.041666666666664
73 96.0 0.6280059814453125 384.0 | 4.0 | 47.041666666666664
74 96.0 0.6158890724182129 384.0 | 4.0 | 47.041666666666664
75 96.0 0.6159064769744873 384.0 | 4.0 | 47.041666666666664
76 96.0 0.6214609146118164 384.0 | 4.0 | 47.041666666666664
77 96.0 0.6168692111968994 384.0 | 4.0 | 47.041666666666664
78 96.0 0.6151113510131836 384.0 | 4.0 | 47.041666666666664
79 96.0 0.6250095367431641 384.0 | 4.0 | 47.041666666666664
80 96.0 0.6314191818237305 384.0 | 4.0 | 47.041666666666664
81 96.0 0.6379106044769287 384.0 | 4.0 | 47.041666666666664
82 96.0 0.6389834880828857 384.0 | 4.0 | 47.041666666666664
83 96.0 0.6390058994293213 384.0 | 4.0 | 47.041666666666664
84 96.0 0.6347577571868896 384.0 | 4.0 | 47.041666666666664
85 96.0 0.6400258541107178 384.0 | 4.0 | 47.041666666666664
86 96.0 0.6389036178588867 384.0 | 4.0 | 47.041666666666664
87 96.0 0.6237406730651855 384.0 | 4.0 | 47.041666666666664
88 96.0 0.6221213340759277 384.0 | 4.0 | 47.041666666666664
